DrugID,DrugName,DrugCUI
DB01581,Sulfamerazine,C0038684
DB01582,Sulfamethazine,C0038686
DB04707,Hydroxyfasudil,C0967855
DB05245,Silver sulfadiazine,C0037134
DB06147,Sulfathiazole,C0038722
DB06795,Mafenide,C0024452
DB06821,Sulfameter,C0038685
DB07996,5-(2-methylpiperazine-1-sulfonyl)isoquinoline,C0044222
DB11389,Clorsulon,C0064474
DB11461,Sulfachlorpyridazine,C0038672
DB11462,Sulfaethoxypyridazine,C0075509
DB11463,Sulfanitran,C0075519
DB11464,Sulfaquinoxaline,C0038711
DB12051,Setrobuvir,C4045489
DB12921,Chlorsulfaquinoxaline,C0049111
DB13214,Sulfadicramide,C3652541
DB13248,Phthalylsulfathiazole,C0070975
DB13283,Sulfaisodimidine,C0038744
DB13320,Sulfaperin,C0075523
DB13485,Sulfametomidine,C0075510
DB13547,Sulfatolamide,C0075541
DB13556,Sulfamazone,C2348596
DB13580,Succinylsulfathiazole,C0075470
DB13699,Sulfathiourea,C0075539
DB13726,Sulfaguanidine,C0038681
DB13773,Sulfamethoxypyridazine,C0038693
DB14708,Tosylchloramide,C0055332
DB01073,Fludarabine,C0059985
DB01090,Pentolinium,C0030885
DB01092,Ouabain,C0029904
DB04842,Fluspirilene,C0016383
DB06283,Ziconotide,C0211011
DB06446,Dotarizine,C0248284
DB07615,Tranilast,C0146337
DB08992,Eperisone,C0043606
DB12093,Tetrahydropalmatine,C0076278
DB13791,Penfluridol,C0030815
DB01102,Arbutamine,C0172021
DB01116,Trimethaphan,C0041040
DB01120,Gliclazide,C0017631
DB01158,Bretylium,C0054040
DB09166,Etizolam,C0059862
DB03754,Tromethamine,C0041175
DB01206,Lomustine,C0023972
DB02123,Glycochenodeoxycholic Acid,C0017903
DB08886,Asparaginase Erwinia chrysanthemi,C3255208
DB01251,Gliquidone,C0061328
DB01253,Ergometrine,C0014704
DB01256,Retapamulin,C1703334
DB01257,Eculizumab,C1541483
DB01262,Decitabine,C0049065
DB01280,Nelarabine,C0907349
DB01284,Tetracosactide,C0010192
DB01288,Fenoterol,C0015840
DB01289,Glisoxepide,C0061330
DB01291,Pirbuterol,C0071129
DB01342,Forasartan,C0250070
DB01345,Potassium cation,C0597277
DB01347,Saprisartan,C4726730
DB01366,Procaterol,C0072032
DB01378,Magnesium cation,C2346927
DB09098,Somatrem,C0143083
DB12950,Albusomatropin,C4519261
DB15093,Somapacitan,C4726770
DB15112,Somatropin pegol,C4727750
DB04836,Amineptine,C0051607
DB09016,Butriptyline,C0054270
DB09307,Oxaprotiline,C0063159
DB13225,Dibenzepin,C0012030
DB13384,Melitracen,C1377670
DB13411,Lofepramine,C0023961
DB13496,Iprindole,C0022057
DB01407,Clenbuterol,C0008932
DB01408,Bambuterol,C0052944
DB01418,Acenocoumarol,C0000956
DB01423,Stepronin,C0075227
DB01445,Bufotenine,C0006360
DB01588,Prazepam,C0032910
DB08815,Lurasidone,C2003424
DB01816,Castanospermine,C0054849
DB01892,Hyperforin,C0063217
DB02546,Vorinostat,C0672708
DB02806,2-Methoxyethanol,C0066234
DB03410,4-hydroxycoumarin,C0097101
DB03523,Brequinar,C0280509
DB04250,Butyrylthiocholine,C0006528
DB04833,Methaqualone,C0025627
DB04835,Maraviroc,C1667052
DB04850,Posizolid,C2347645
DB04889,Bicifadine,C0053551
DB04890,Bepotastine,C2698371
DB04930,Permethrin,C0070455
DB04977,Plitidepsin,C0388638
DB05016,Ataluren,C2930764
DB06728,Aniline,C0003036
DB05154,Pretomanid,C4310440
DB05259,Glatiramer,C0717787
DB05260,Gallium nitrate,C0061008
DB05395,Amibegron,C2698085
DB05459,Briakinumab,C2744325
DB05472,Human interferon omega-1,C0083028
DB05708,GTS-21,C0258259
DB05875,"Sar9, Met (O2)11-Substance P",C0075407
DB06151,Acetylcysteine,C0001047
DB06190,Solabegron,C2003056
DB11342,Aluminum oxide,C0002374
DB06235,Vadimezan,C2930490
DB06237,Avanafil,C2698280
DB11611,Lifitegrast,C3713860
DB06612,Mepolizumab,C0969324
DB06643,Denosumab,C1690432
DB06662,Abetimus,C1172637
DB06681,Belatacept,C1619962
DB06764,Tetryzoline,C0076286
DB08841,Tyramine,C0041479
DB08941,Isoxsuprine,C0022267
DB08985,Etilefrine,C0015116
DB09203,Synephrine,C0039086
DB11124,Racepinephrine,C0205758
DB13064,Tramazoline,C0076890
DB13341,Fenozolone,C0060187
DB13692,Tretoquinol,C0040846
DB13777,Prenalterol,C0033051
DB13852,Mefenorex,C0065870
DB09184,Edivoxetine,C3529575
DB09186,Nisoxetine,C0068785
DB09187,Lortalamine,C0126172
DB09190,Talopram,C1565971
DB12395,Esreboxetine,C2716523
DB09154,Sodium citrate,C0142825
DB06749,Ginsenoside Rb1,C0119192
DB06763,Saralasin,C0036193
DB06769,Bendamustine,C0525079
DB06773,Human calcitonin,C0770558
DB06814,Protokylol,C0163026
DB06815,Pyrithione,C0072735
DB06827,Viomycin,C0042697
DB08059,Wortmannin,C0078517
DB08502,Capravirine,C0971818
DB08794,Ethyl biscoumacetate,C0015137
DB08822,Azilsartan medoxomil,C2698291
DB09130,Copper,C0009968
DB08862,Cholecystokinin,C0008328
DB08868,Fingolimod,C1699926
DB08871,Eribulin,C2350866
DB08879,Belimumab,C1723401
DB08908,Dimethyl fumarate,C0058218
DB14519,Aluminum cation,C2346726
DB08935,Obinutuzumab,C2742503
DB08957,Hexoprenaline,C0019476
DB08960,Hexamethonium,C0062637
DB08962,Glibornuride,C0350998
DB08993,Enviomycin,C0014405
DB09013,Befunolol,C0053071
DB09033,Vedolizumab,C2742797
DB09052,Blinatumomab,C3853839
DB09077,Dinutuximab,C0281581
DB09153,Sodium chloride,C0037494
DB13132,Artemisinin,C0052430
DB09173,Butyrfentanyl,C4305826
DB09225,Zotepine,C0078849
DB11936,Bempedoic acid,C3659310
DB09279,Fimasartan,C2825622
DB09290,Ramosetron,C0526950
DB09312,Antilymphocyte immunoglobulin (horse),C0003371
DB09499,Thiosulfuric acid,C0302967
DB11074,Dimethicone,C1113707
DB11085,Resorcinol,C0073085
DB11121,Chloroxylenol,C0055463
DB11541,Ractopamine,C0072954
DB11569,Ixekizumab,C3489764
DB11580,Ravulizumab,C4550350
DB11616,Pirarubicin,C0071126
DB13074,Macimorelin,C2986922
DB13275,Clorindione,C0055939
DB13347,Diphenadione,C0058366
DB15035,Zanubrutinib,C4683810
DB15233,Avapritinib,C4743552
DB15102,Pemigatinib,C4724807
DB12674,Lurbinectedin,C3898565
DB11693,Voclosporin,C2607219
DB11708,Peficitinib,C4505522
DB11776,Brodalumab,C3491331
DB11803,Sirukumab,C3254570
DB11834,Guselkumab,C3852217
DB11871,PF-00610355,C3852694
DB11967,Binimetinib,C3899947
DB11988,Ocrelizumab,C1882138
DB12025,Triptolide,C0077274
DB12100,Abediterol,C3529991
DB12248,Tulobuterol,C0077497
DB12313,Dopexamine,C0058702
DB12612,Ozanimod,C4278675
DB12617,Mizoribine,C0128608
DB12667,Protionamide,C0033705
DB12692,Gusperimus,C0284559
DB12779,Higenamine,C0062705
DB12829,Amithiozone,C0039834
DB12846,Reproterol,C0073076
DB12902,Trofosfamide,C0077375
DB12991,Deoxyspergualin,C0284559
DB12996,Acteoside,C0101334
DB13014,Hypericin,C0063220
DB13068,9-(N-methyl-L-isoleucine)-cyclosporin A,C0290852
DB13406,Carbutamide,C0007080
DB13675,Metahexamide,C0663351
DB13189,Calcitonin porcine,C0359091
DB13241,Begelomab,C4059170
DB13270,Dibekacin,C0012024
DB13274,Micronomicin,C0066520
DB13398,Oxyfedrine,C0030053
DB13559,Rimiterol,C0035633
DB13673,Bekanamycin,C0053076
DB13742,Elcatonin,C0115656
DB13781,Xamoterol,C0078595
DB13987,Strontium chloride,C0075333
DB14219,Monomethyl fumarate,C0026485
DB14762,Risankizumab,C4505511
DB14919,Rozanolixizumab,C4726717
DB15253,Bleselumab,C5139884
DB15617,Ferric derisomaltose,C5233985
DB00268,Ropinirole,C0244821
DB15593,Golodirsen,C5222004
DB00009,Alteplase,C0032143
DB00016,Erythropoietin,C0014822
DB13401,Metildigoxin,C0025132
DB13691,Acetyldigoxin,C0001050
DB00039,Palifermin,C0677829
DB08735,"R,S-Warfarin alcohol",
DB08736,"S,R-Warfarin alcohol",
DB00645,Dyclonine,C0058831
DB00750,Prilocaine,C0033124
DB00807,Proparacaine,C0072510
DB01086,Benzocaine,C0005059
DB05232,Tetrodotoxin,C0039705
DB08987,Etidocaine,C0015120
DB09009,Articaine,C1608295
DB09085,Tetracaine,C0039629
DB11148,Butamben,C0054235
DB11502,Butacaine,C0006466
DB13328,Butanilicaine,C0054241
DB13578,Metabutethamine,C0301289
DB13683,Quinisocaine,C0058202
DB09342,Propoxycaine,C0033492
DB00083,Botulinum toxin type A,C0006050
DB03496,Alvocidib,C0281603
DB00457,Prazosin,C0032912
DB04690,Camptothecin,C0006812
DB11853,Relugolix,C3896936
DB04897,Lucinactant,C1609686
DB06415,Calfactant,C0763530
DB06761,Beractant,C0105750
DB09113,Poractant alfa,C0771648
DB00109,Enfuvirtide,C0537439
DB12598,Nafamostat,C0207683
DB00162,Vitamin A,C0101739
DB00166,Lipoic acid,C0023791
DB00350,Minoxidil,C0026196
DB00947,Fulvestrant,C0935916
DB06401,Bazedoxifene,C2346970
DB06741,Gavestinel,C0907380
DB06817,Raltegravir,C1871526
DB12020,Tecovirimat,C2713595
DB12893,Sacituzumab govitecan,C4086837
DB06698,Betahistine,C0005301
DB06704,Iobenguane,C0047506
DB00484,Brimonidine,C0525227
DB05562,Naluzotan,C1723113
DB08810,Cinitapride,C0055747
DB11755,Tetrahydrocannabivarin,C3869806
DB12361,Piclozotan,C1721912
DB06804,Nonoxynol-9,C0132776
DB05168,Vintafolide,C3530172
DB13374,Vincamine,C0042674
DB00511,Acetyldigitoxin,C0520442
DB01078,Deslanoside,C0011689
DB12843,Oleandrin,C0069397
DB13240,Cymarin,C0010608
DB13307,Proscillaridin,C0033513
DB13467,Lanatoside C,C0063986
DB13537,Gitoformate,C0070285
DB13756,Peruvoside,C0054598
DB00391,Sulpiride,C0038803
DB01245,Decamethonium,C0057231
DB13520,Metergoline,C0025641
DB00884,Risedronic acid,C0140610
DB00498,Phenindione,C0031406
DB13451,Tioclomarol,C0612505
DB09274,Artesunate,C0052432
DB00964,Apraclonidine,C0048038
DB00643,Mebendazole,C0025023
DB11716,Misonidazole,C0026218
DB02300,Calcipotriol,C0065767
DB13689,Tacalcitol,C0953467
DB11372,Altrenogest,C0102819
DB13230,Gestonorone,C0017508
DB13533,Methylestrenolone,C0650248
DB14679,Quingestanol acetate,C0139693
DB00399,Zoledronic acid,C0257685
DB00630,Alendronic acid,C0771311
DB00710,Ibandronate,C0379199
DB01077,Etidronic acid,C0015121
DB06255,Incadronic acid,C1881172
DB02369,"3-Aza-2,3-Dihydrogeranyl Diphosphate",C0088603
DB02423,Thiopyrophosphate,C0066780
DB02552,Geranyl Diphosphate,C1722774
DB04160,Pyrophosphoric acid,C0663812
DB05143,OXI-4503,C1143252
DB07841,Geranylgeranyl diphosphate,C0061230
DB09414,Dipotassium phosphate,C0138037
DB11493,Sodium tripolyphosphate,C0301008
DB14481,Calcium phosphate dihydrate,C0207214
DB14523,Phosphate ion,
DB09072,Sodium oxybate,C0037537
DB07706,2-Hydroxyestradiol,C0046196
DB15488,Echinacoside,C0637802
DB01252,Mitiglinide,C0906166
DB00649,Stavudine,C0164662
DB00847,Cysteamine,C0010648
DB00360,Sapropterin,C0048897
DB02691,Glycocholic acid,C0017905
DB08834,Tauroursodeoxycholic acid,C0075857
DB08857,Bamet-UD2,C0962280
DB08858,cis-Diamminechlorocholylglycinateplatinum(II),C0008838
DB11622,Dehydrocholic acid,C0011182
DB11789,Hyodeoxycholic Acid,C0063208
DB11860,Aramchol,C1122583
DB14016,Ox bile extract,C0979161
DB13928,Semaglutide,C3885068
DB05266,Ibudilast,C0123047
DB11792,Mirodenafil,C2353244
DB00523,Alitretinoin,C0281666
DB09341,"Dextrose, unspecified form",C0017725
DB00654,Latanoprost,C0090306
DB00671,Cefixime,C0060400
DB14725,Cefamandole nafate,C0054995
DB00772,Malathion,C0024547
DB09352,Hydroxyamphetamine,C0030140
DB09093,Chlortetracycline,C0008293
DB13092,Meclocycline,C0065841
DB00905,Bimatoprost,C0937917
DB13610,Flumedroxone,C0060492
DB01598,Imipenem,C0020933
DB03793,Benzoic acid,C0053225
DB06755,Beta carotene,C0053396
DB12148,Menatetrenone,C0065936
DB12647,Tocotrienol,C0949647
DB13075,Menaquinone 7,C0078382
DB13368,Motretinide,C0129022
DB14001,alpha-Tocopherol succinate,C0078375
DB14002,D-alpha-Tocopherol acetate,C0994472
DB14003,alpha-Tocopherol acetate,C1999896
DB14476,DL-alpha-Tocopherol,C0969677
DB14936,Menaquinone 6,C0065935
DB15381,Menaquinone,C0086605
DB15394,gamma-Tocopherol,C0017054
DB11677,Triheptanoin,C2604598
DB01178,Chlormezanone,C0008223
DB01219,Dantrolene,C0010976
DB13997,Baloxavir marboxil,C4688747
DB14074,Icaridin,C1437018
DB11282,Diethyltoluamide,C0011134
DB01627,Lincomycin,C0023726
DB11537,Pirlimycin,C0071142
DB02852,Domoic Acid,C0058678
DB03966,Clorobiocin,C0055940
DB04571,Trioxsalen,C0041086
DB04886,Calanolide A,C1136320
DB06199,Atrasentan,C0935914
DB06264,Tolperisone,C0040382
DB07118,Hymecromone,C0020411
DB11419,Haloxon,C0062110
DB12216,Bergapten,C0049289
DB12823,Tecarfarin,C2932026
DB13155,Esculin,C0014839
DB13177,4-methylumbelliferyl beta-D-glucoside,C0048513
DB13279,Carbocromen,C0008593
DB13367,Cloricromen,C0050066
DB13912,Coumermycin A1,C0056424
DB06721,Gimatecan,C1455513
DB06771,Besifloxacin,C2351042
DB08837,Tetraethylammonium,C0076252
DB08884,Gadoxetic acid,C3489483
DB08892,Arbaclofen Placarbil,C2698179
DB12769,Lometrexol,C0048852
DB12404,Remimazolam,C3179470
DB09047,Finafloxacin,C2825286
DB09270,Ubidecarenone,C0041536
DB11477,Xylazine,C0043366
DB12377,Relebactam,C4317244
DB12989,Neosaxitoxin,C0068533
DB13153,Levomenol,C0053774
DB13324,Tetrazepam,C0076341
DB13583,Mephenesin,C0025379
